Name,Gender,Race
Kevin Knight,male,B_NL
Ani Nenkova,female,A
Owen Rambow,male,W_NL
Yvette Graham,female,B_NL
Qun Liu,female,A
John Richardson,male,W_NL
Fabien Cromières,male,HL
Toshiaki Nakazawa,female,A
Sadao Kurohashi,male,A
Akiva Miura,male,A
Graham Neubig,male,W_NL
Michael Paul,male,W_NL
Satoshi Nakamura,female,A
Barret Zoph,male,B_NL
Kevin Knight,male,B_NL
Rico Sennrich,male,A
Barry Haddow,male,W_NL
Alexandra Birch,female,W_NL
Colin Cherry,male,B_NL
Lu Wang,female,A
Wang Ling,male,A
William Yang Wang,male,A
Yashar Mehdad,male,A
Dragomir R. Radev,male,W_NL
Amanda Stent,female,W_NL
Danish Contractor,male,A
Parag Singla,male,A
Mausam,,
Wencan Luo,male,A
Fei Liu,male,A
Zitao Liu,male,A
Diane Litman,female,W_NL
Prachi Jain,female,A
Mausam,,
Sumit Chopra,male,A
Michael Auli,male,W_NL
Alexander M. Rush,male,W_NL
Jérémy Perret,male,W_NL
Stergos Afantenos,male,HL
Nicholas Asher,male,W_NL
Mathieu Morey,male,A
Jiwei Li,male,A
Michel Galley,male,W_NL
Chris Brockett,male,W_NL
Jianfeng Gao,male,A
Bill Dolan,male,W_NL
Tsung-Hsien Wen,female,A
Milica Gašić,female,W_NL
Nikola Mrkšić,male,W_NL
Lina M. Rojas-Barahona,female,HL
Pei-Hao Su,male,A
David Vandyke,male,W_NL
Steve Young,male,B_NL
Dario Bertero,male,HL
Pascale Fung,female,A
Justine Zhang,female,A
Ravi Kumar,male,A
Sujith Ravi,male,A
Cristian Danescu-Niculescu-Mizil,male,HL
Nikola Mrkšić,male,W_NL
Diarmuid Ó Séaghdha,male,A
Blaise Thomson,male,W_NL
Milica Gašić,female,W_NL
Lina M. Rojas-Barahona,female,HL
Pei-Hao Su,male,A
David Vandyke,male,W_NL
Tsung-Hsien Wen,female,A
Steve Young,male,B_NL
Shaohua Yang,female,A
Qiaozi Gao,female,A
Changsong Liu,male,A
Caiming Xiong,male,A
Song-Chun Zhu,female,A
Joyce Y. Chai,female,A
Ekaterina Shutova,female,A
Douwe Kiela,male,A
Jean Maillard,male,W_NL
Janarthanan Rajendran,male,A
Mitesh M. Khapra,male,A
Sarath Chandar,male,A
Balaraman Ravindran,male,A
Spandana Gella,female,HL
Mirella Lapata,female,HL
Frank Keller,male,W_NL
Mark Yatskar,male,A
Vicente Ordonez,male,HL
Ali Farhadi,male,A
Chris Dyer,male,W_NL
Adhiguna Kuncoro,female,A
Miguel Ballesteros,male,HL
Noah A. Smith,male,W_NL
Wenduan Xu,male,A
Michael Auli,male,W_NL
Stephen Clark,male,W_NL
Mike Lewis,male,B_NL
Kenton Lee,male,A
Luke Zettlemoyer,male,W_NL
Ashish Vaswani,male,A
Yonatan Bisk,male,A
Kenji Sagae,male,A
Ryan Musa,male,W_NL
Wencan Luo,male,A
Fan Yang,male,A
Boliang Zhang,male,A
Xiaoman Pan,male,A
Tianlu Wang,male,A
Ashish Vaswani,male,A
Heng Ji,male,A
Kevin Knight,male,B_NL
Daniel Marcu,male,W_NL
Guillaume Lample,male,B_NL
Miguel Ballesteros,male,HL
Sandeep Subramanian,male,A
Kazuya Kawakami,female,A
Chris Dyer,male,W_NL
Jinho D. Choi,male,A
Eunsuk Yang,female,A
Young-Bum Kim,female,A
Ruhi Sarikaya,female,A
Yu-Seop Kim,female,A
Bishan Yang,male,A
Tom M. Mitchell,male,B_NL
Thien Huu Nguyen,male,A
Kyunghyun Cho,female,A
Ralph Grishman,male,W_NL
Xingxing Zhang,male,A
Liang Lu,male,A
Mirella Lapata,female,HL
Ke Tran,male,A
Arianna Bisazza,female,HL
Christof Monz,male,W_NL
Yangfeng Ji,male,A
Gholamreza Haffari,male,A
Jacob Eisenstein,male,W_NL
Ekaterina Abramova,female,A
Raquel Fernández,male,HL
Maximilian Köper,male,W_NL
Sabine Schulte im Walde,female,W_NL
Changsheng Liu,male,A
Rebecca Hwa,female,A
Yangtuo Peng,male,A
Hui Jiang,male,A
Zheng Yuan,male,A
Ted Briscoe,male,B_NL
Angeliki Lazaridou,female,A
Grzegorz Chrupała,male,W_NL
Raquel Fernández,male,HL
Marco Baroni,male,HL
Yangyang Shi,female,A
Kaisheng Yao,male,A
Hu Chen,male,A
Dong Yu,male,A
Yi-Cheng Pan,male,A
Mei-Yuh Hwang,female,A
Ching-Yun Chang,male,A
Zhiyang Teng,male,A
Yue Zhang,female,A
Lemao Liu,male,A
Masao Utiyama,male,A
Andrew Finch,male,W_NL
Eiichiro Sumita,male,A
Codruta Girlea,female,W_NL
Roxana Girju,female,HL
Eyal Amir,male,A
Thiago Castro Ferreira,male,HL
Emiel Krahmer,male,W_NL
Sander Wubben,male,W_NL
Lei Sha,female,A
Sujian Li,male,A
Baobao Chang,male,A
Zhifang Sui,female,A
Gustavo Paetzold,male,HL
Lucia Specia,female,HL
Quan Liu,male,A
Wu Guo,male,A
Zhen-Hua Ling,male,A
Hui Jiang,male,A
Yu Hu,female,A
Bharat Ram Ambati,male,A
Tejaswini Deoskar,female,A
Mark Steedman,male,W_NL
Kriste Krstovski,male,W_NL
David Smith,male,W_NL
Michael J. Kurtz,male,W_NL
Dat Quoc Nguyen,male,A
Kairit Sirts,female,A
Lizhen Qu,female,A
Mark Johnson,male,B_NL
Dan Garrette,male,B_NL
Hannah Alpert-Abrams,female,W_NL
Abhyuday N Jagannatha,male,A
Hong Yu,female,A
Jey Han Lau,male,A
Timothy Baldwin,male,W_NL
Ratish Puduppully,male,A
Yue Zhang,female,A
Manish Shrivastava,male,A
Hyun Kim,male,A
Jong-Hyeok Lee,male,A
Roy Schwartz,male,W_NL
Roi Reichart,male,W_NL
Ari Rappoport,male,W_NL
Geli Fei,female,A
Bing Liu,male,A
Ji Young Lee,female,A
Franck Dernoncourt,male,B_NL
Gakuto Kurata,male,A
Bing Xiang,male,A
Bowen Zhou,male,A
Peilu Wang,female,A
Yao Qian,male,A
Frank K. Soong,male,A
Lei He,male,A
Hai Zhao,male,A
Ngoc Thang Vu,male,A
Heike Adel,female,W_NL
Pankaj Gupta,male,A
Hinrich Schütze,male,W_NL
Liang-Chih Yu,female,A
Lung-Hao Lee,female,A
Shuai Hao,male,A
Jin Wang,male,A
Yunchao He,male,A
Jun Hu,male,A
K. Robert Lai,male,A
Xuejie Zhang,female,A
Simon Ahrendt,male,W_NL
Vera Demberg,female,W_NL
Ariadna Quattoni,female,HL
Arnau Ramisa,male,HL
Pranava Swaroop Madhyastha,male,A
Edgar Simo-Serra,male,HL
Francesc Moreno-Noguer,male,HL
Kashif Shah,male,A
Lucia Specia,female,HL
Vlad Niculae,male,A
Cristian Danescu-Niculescu-Mizil,male,HL
Luana Bulat,female,A
Douwe Kiela,male,A
