Name,Gender,Race
Regina Barzilay,female,W_NL
Min-Yen Kan,female,A
Pengfei Liu,male,A
Xipeng Qiu,male,A
Xuanjing Huang,male,A
Steffen Eger,male,W_NL
Johannes Daxenberger,male,W_NL
Iryna Gurevych,female,W_NL
Chen Liang,male,A
Jonathan Berant,male,W_NL
Quoc Le,male,A
Kenneth D. Forbus,male,W_NL
Ni Lao,female,A
Yankai Lin,male,A
Zhiyuan Liu,male,A
Maosong Sun,male,A
Jianpeng Cheng,male,A
Siva Reddy,male,A
Vijay Saraswat,male,A
Mirella Lapata,female,HL
Ivan Vulić,male,A
Nikola Mrkšić,male,W_NL
Roi Reichart,male,W_NL
Diarmuid Ó Séaghdha,male,A
Steve Young,male,B_NL
Anna Korhonen,female,W_NL
Alex Gittens,male,B_NL
Dimitris Achlioptas,male,HL
Michael W. Mahoney,male,W_NL
Omri Abend,male,A
Ari Rappoport,male,W_NL
Jing Lu,female,A
Vincent Ng,male,A
Ting Liu,female,A
Yiming Cui,male,A
Qingyu Yin,female,A
Wei-Nan Zhang,male,A
Shijin Wang,male,A
Guoping Hu,male,A
Wei Song,male,A
Dong Wang,male,A
Ruiji Fu,male,A
Lizhen Liu,female,A
Ting Liu,female,A
Guoping Hu,male,A
Jonas Gehring,male,W_NL
Michael Auli,male,W_NL
David Grangier,male,W_NL
Yann Dauphin,male,B_NL
Mingxuan Wang,male,A
Zhengdong Lu,male,A
Jie Zhou,male,A
Qun Liu,female,A
Ioannis Konstas,male,W_NL
Srinivasan Iyer,male,A
Mark Yatskar,male,A
Yejin Choi,female,A
Luke Zettlemoyer,male,W_NL
Wang Ling,male,A
Dani Yogatama,female,A
Chris Dyer,male,W_NL
Phil Blunsom,male,B_NL
Jack Hopkins,male,W_NL
Douwe Kiela,male,A
Claire Gardent,female,B_NL
Anastasia Shimorina,female,HL
Shashi Narayan,male,A
Laura Perez-Beltrachini,female,HL
Wenhui Wang,female,A
Nan Yang,female,A
Furu Wei,female,A
Baobao Chang,male,A
Ming Zhou,male,A
Shizhu He,female,A
Cao Liu,male,A
Kang Liu,female,A
Jun Zhao,male,A
Eunsol Choi,female,A
Daniel Hewlett,male,W_NL
Jakob Uszkoreit,male,W_NL
Illia Polosukhin,female,HL
Alexandre Lacoste,male,B_NL
Jonathan Berant,male,W_NL
Yanchao Hao,male,A
Yuanzhe Zhang,female,A
Kang Liu,female,A
Shizhu He,female,A
Zhanyi Liu,female,A
Hua Wu,male,A
Jun Zhao,male,A
Jacob Andreas,male,A
Anca Dragan,female,W_NL
Dan Klein,male,W_NL
Sina Zarrieß,female,A
David Schlangen,male,W_NL
Ravi Shekhar,male,A
Sandro Pezzelle,male,HL
Yauhen Klimovich,male,W_NL
Aurélie Herbelot,female,B_NL
Moin Nabi,male,A
Enver Sangineto,male,HL
Raffaella Bernardi,female,HL
Maxwell Forbes,male,B_NL
Yejin Choi,female,A
Masashi Yoshikawa,female,A
Hiroshi Noji,male,A
Yuji Matsumoto,male,A
Daniel Fernández-González,male,HL
Carlos Gómez-Rodríguez,male,HL
An Thanh Nguyen,male,A
Byron Wallace,male,B_NL
Junyi Jessy Li,female,A
Ani Nenkova,female,A
Matthew Lease,male,W_NL
Chunting Zhou,female,A
Graham Neubig,male,W_NL
Zhe Gan,male,A
Chunyuan Li,male,A
Changyou Chen,male,A
Yunchen Pu,female,A
Qinliang Su,male,A
Lawrence Carin,male,B_NL
Marcel Bollmann,male,W_NL
Joachim Bingel,male,W_NL
Anders Søgaard,male,W_NL
Danilo Croce,male,A
Simone Filice,female,B_NL
Giuseppe Castellucci,male,W_NL
Roberto Basili,male,HL
Jey Han Lau,male,A
Timothy Baldwin,male,W_NL
Trevor Cohn,male,W_NL
Xuepeng Wang,male,A
Kang Liu,female,A
Jun Zhao,male,A
Abhijit Mishra,male,A
Kuntal Dey,male,A
Pushpak Bhattacharyya,male,A
Ruidan He,male,A
Wee Sun Lee,male,A
Hwee Tou Ng,female,A
Daniel Dahlmeier,male,W_NL
Akira Sasaki,female,A
Kazuaki Hanawa,female,A
Naoaki Okazaki,female,A
Kentaro Inui,male,A
Yubo Chen,male,A
Shulin Liu,male,A
Xiang Zhang,male,A
Kang Liu,female,A
Jun Zhao,male,A
Xiaoshi Zhong,female,A
Aixin Sun,female,A
Erik Cambria,male,HL
Bingfeng Luo,male,A
Yansong Feng,male,A
Zheng Wang,male,A
Zhanxing Zhu,male,A
Songfang Huang,female,A
Rui Yan,male,A
Dongyan Zhao,male,A
Pengcheng Yin,male,A
Graham Neubig,male,W_NL
Mikel Artetxe,male,HL
Gorka Labaka,male,HL
Eneko Agirre,male,HL
William Foland,male,W_NL
James H. Martin,male,W_NL
Luheng He,female,A
Kenton Lee,male,A
Mike Lewis,male,B_NL
Luke Zettlemoyer,male,W_NL
Bhuwan Dhingra,male,A
Lihong Li,female,A
Xiujun Li,female,A
Jianfeng Gao,male,A
Yun-Nung Chen,female,A
Faisal Ahmed,male,A
Li Deng,female,A
Yu Wu,female,A
Wei Wu,male,A
Chen Xing,male,A
Ming Zhou,male,A
Zhoujun Li,female,A
David Harwath,male,W_NL
James Glass,male,W_NL
Takaaki Hori,female,A
Shinji Watanabe,female,A
