Name,Gender,Race
Dekang Lin,male,A
Yuji Matsumoto,male,A
Rada Mihalcea,female,HL
Andreas Zollmann,male,W_NL
Stephan Vogel,male,W_NL
Sujith Ravi,male,A
Kevin Knight,male,B_NL
Xianchao Wu,male,A
Takuya Matsuzaki,female,A
Jun’ichi Tsujii,female,A
Ann Clifton,female,W_NL
Anoop Sarkar,male,A
Ines Rehbein,female,HL
Josef Ruppenhofer,male,W_NL
Ziqi Wang,female,A
Gu Xu,male,A
Hang Li,female,A
Ming Zhang,male,A
Ivan Titov,male,HL
Alexander M. Rush,male,W_NL
Michael Collins,male,W_NL
Patrick Pantel,male,W_NL
Ariel Fuxman,male,HL
Qixia Jiang,female,A
Maosong Sun,male,A
Michael Bendersky,male,W_NL
W. Bruce Croft,male,W_NL
David A. Smith,male,W_NL
Peng Cai,male,A
Wei Gao,male,A
Aoying Zhou,female,A
Kam-Fai Wong,male,A
Yulan He,female,A
Chenghua Lin,female,A
Harith Alani,male,A
Danushka Bollegala,female,HL
David Weir,male,W_NL
John Carroll,male,W_NL
Andrew L. Maas,male,W_NL
Raymond E. Daly,male,W_NL
Peter T. Pham,male,A
Dan Huang,male,A
Andrew Y. Ng,male,A
Christopher Potts,male,W_NL
Long Jiang,male,A
Mo Yu,male,A
Ming Zhou,male,A
Xiaohua Liu,female,A
Tiejun Zhao,male,A
Kosho Shudo,male,A
Akira Kurahone,female,A
Toshifumi Tanabe,female,A
Sharon Gower Small,female,B_NL
Jennifer Strommer-Galley,female,W_NL
Tomek Strzalkowski,male,W_NL
Helen Yannakoudakis,female,W_NL
Ted Briscoe,male,B_NL
Ben Medlock,male,W_NL
David Chen,male,A
William Dolan,male,W_NL
Ming Tan,male,A
Wenli Zhou,female,A
Lei Zheng,male,A
Shaojun Wang,male,A
Nguyen Bach,male,A
Fei Huang,male,A
Yaser Al-Onaizan,male,A
Chi-kiu Lo,female,A
Dekai Wu,male,A
Michael Subotin,male,W_NL
Sujith Ravi,male,A
Kevin Knight,male,B_NL
Yuening Hu,male,A
Jordan Boyd-Graber,male,W_NL
Brianna Satinoff,female,W_NL
Adam Pauls,male,W_NL
Dan Klein,male,W_NL
S.R.K. Branavan,male,W_NL
David Silver,male,W_NL
Regina Barzilay,female,W_NL
Tony Veale,male,B_NL
Hugo Jair Escalante,male,HL
Thamar Solorio,male,HL
Manuel Montes-y-Gómez,male,HL
Kirill Kireyev,male,W_NL
Thomas K Landauer,male,W_NL
Myle Ott,female,B_NL
Yejin Choi,female,A
Claire Cardie,female,W_NL
Jeffrey T. Hancock,male,W_NL
Bin Lu,male,A
Chenhao Tan,male,A
Claire Cardie,female,W_NL
Benjamin K. Tsou,male,A
Dong Wang,male,A
Yang Liu,male,A
Souneil Park,male,A
KyungSoon Lee,female,A
Junehwa Song,female,A
Christina Sauper,female,W_NL
Aria Haghighi,female,A
Regina Barzilay,female,W_NL
Xiaohua Liu,female,A
Shaodian Zhang,male,A
Furu Wei,female,A
Ming Zhou,male,A
Bo Han,male,A
Timothy Baldwin,male,W_NL
Xin Zhao,male,A
Jing Jiang,male,A
Jing He,male,A
Yang Song,male,A
Palakorn Achanauparp,male,A
Ee-Peng Lim,female,A
Xiaoming Li,male,A
Edward Benson,male,W_NL
Aria Haghighi,female,A
Regina Barzilay,female,W_NL
Aditya Bhargava,male,A
Grzegorz Kondrak,male,W_NL
Chris Dyer,male,W_NL
Jonathan H. Clark,male,W_NL
Alon Lavie,male,A
Noah A. Smith,male,W_NL
John DeNero,male,W_NL
Klaus Macherey,male,W_NL
Hassan Sajjad,male,A
Alexander Fraser,male,W_NL
Helmut Schmid,male,W_NL
Nathan Bodenstab,male,W_NL
Aaron Dunlop,male,W_NL
Keith Hall,male,W_NL
Brian Roark,male,W_NL
Pierluigi Crescenzi,male,HL
Daniel Gildea,male,W_NL
Andrea Marino,female,HL
Gianluca Rossi,male,W_NL
Giorgio Satta,male,HL
Mark-Jan Nederhof,male,W_NL
Giorgio Satta,male,HL
Michael Auli,male,W_NL
Adam Lopez,male,HL
Taylor Berg-Kirkpatrick,female,B_NL
Dan Gillick,male,W_NL
Dan Klein,male,W_NL
Asli Celikyilmaz,female,A
Dilek Hakkani-Tür,female,A
Amjad Abu-Jbara,male,A
Dragomir Radev,male,W_NL
Hui Lin,female,A
Jeff Bilmes,male,W_NL
Ang Sun,male,A
Ralph Grishman,male,W_NL
Satoshi Sekine,female,A
Harr Chen,male,A
Edward Benson,male,W_NL
Tahira Naseem,female,A
Regina Barzilay,female,W_NL
Raphael Hoffmann,male,W_NL
Congle Zhang,female,A
Xiao Ling,female,A
Luke Zettlemoyer,male,W_NL
Daniel S. Weld,male,W_NL
Yee Seng Chan,male,A
Dan Roth,male,W_NL
Mitesh M. Khapra,male,A
Salil Joshi,male,A
Arindam Chatterjee,male,A
Pushpak Bhattacharyya,male,A
Jayant Krishnamurthy,male,A
Tom Mitchell,male,B_NL
Eduardo Blanco,male,HL
Dan Moldovan,male,W_NL
Percy Liang,male,A
Michael Jordan,male,B_NL
Dan Klein,male,W_NL
Dipanjan Das,male,A
Slav Petrov,male,W_NL
Jonathan Berant,male,W_NL
Ido Dagan,male,A
Jacob Goldberger,male,W_NL
Lane Schwartz,male,W_NL
Chris Callison-Burch,male,W_NL
William Schuler,male,W_NL
Stephen Wu,male,A
Graham Neubig,male,W_NL
Taro Watanabe,male,A
Eiichiro Sumita,male,A
Shinsuke Mori,male,A
Tatsuya Kawahara,female,A
Markos Mylonakis,male,W_NL
Khalil Sima’an,male,A
Guangyou Zhou,male,A
Li Cai,female,A
Jun Zhao,male,A
Kang Liu,female,A
Roy Schwartz,male,W_NL
Omri Abend,male,A
Roi Reichart,male,W_NL
Ari Rappoport,male,W_NL
Marco Kuhlmann,male,HL
Carlos Gómez-Rodríguez,male,HL
Giorgio Satta,male,HL
Yue Zhang,female,A
Stephen Clark,male,W_NL
Mohit Bansal,male,A
Dan Klein,male,W_NL
Simon Zwarts,male,A
Mark Johnson,male,B_NL
Carolina Parada,female,HL
Mark Dredze,male,W_NL
Abhinav Sethy,male,A
Ariya Rastrow,female,A
Miao Chen,female,A
Klaus Zechner,male,W_NL
Je Hun Jeon,male,A
Wen Wang,male,A
Yang Liu,male,A
Svetlana Kiritchenko,female,W_NL
Colin Cherry,male,B_NL
Michael Mohler,male,W_NL
Razvan Bunescu,male,A
Rada Mihalcea,female,HL
Sara Rosenthal,female,W_NL
Kathleen McKeown,female,W_NL
Philip Bramsen,male,W_NL
Martha Escobar-Molano,female,HL
Ami Patel,female,A
Rafael Alonso,male,HL
Hamidreza Kobdani,male,A
Hinrich Schuetze,male,W_NL
Michael Schiehlen,male,W_NL
Hans Kamp,male,W_NL
Sameer Singh,male,A
Amarnag Subramanya,male,A
Fernando Pereira,male,HL
Andrew McCallum,male,W_NL
Ryu Iida,male,A
Massimo Poesio,male,HL
Altaf Rahman,male,A
Vincent Ng,male,A
Andreas Maletti,male,W_NL
Hao Zhang,male,A
Licheng Fang,female,A
Peng Xu,male,A
Xiaoyun Wu,female,A
Bing Zhao,male,A
Young-Suk Lee,female,A
Xiaoqiang Luo,male,A
Liu Li,female,A
Ashish Vaswani,male,A
Haitao Mi,male,A
Liang Huang,male,A
David Chiang,male,A
Phil Blunsom,male,B_NL
Trevor Cohn,male,W_NL
Nizar Habash,male,A
Ryan Roth,male,W_NL
John Lee,male,A
Jason Naradowsky,male,W_NL
David A. Smith,male,W_NL
Jason Naradowsky,male,W_NL
Kristina Toutanova,female,HL
Zhuowei Bao,male,A
Benny Kimelfeld,male,W_NL
Yunyao Li,male,A
Daniel Dahlmeier,male,W_NL
Hwee Tou Ng,female,A
