Name,Gender,Race
Eric Fosler-Lussier,male,B_NL
Ellen Riloff,female,W_NL
Srinivas Bangalore,male,A
Byron Wallace,male,B_NL
Rivka Levitan,female,W_NL
Agustín Gravano,male,HL
Laura Willson,female,W_NL
S̆tefan Ben̆us̆,male,W_NL
Julia Hirschberg,female,W_NL
Ani Nenkova,female,A
Nitin Madnani,male,A
Michael Heilman,male,W_NL
Joel Tetreault,male,W_NL
Martin Chodorow,male,W_NL
David Burkett,male,W_NL
Dan Klein,male,W_NL
Hai Son Le,male,A
Alexandre Allauzen,male,B_NL
François Yvon,male,B_NL
Rabih Zbib,male,A
Erika Malchiodi,female,HL
Jacob Devlin,male,W_NL
David Stallard,male,W_NL
Spyros Matsoukas,male,W_NL
Richard Schwartz,male,W_NL
John Makhoul,male,W_NL
Omar F. Zaidan,male,HL
Chris Callison-Burch,male,W_NL
Spence Green,male,B_NL
Nicholas Andrews,male,W_NL
Matthew R. Gormley,male,W_NL
Mark Dredze,male,W_NL
Christopher D. Manning,male,W_NL
Roi Reichart,male,W_NL
Regina Barzilay,female,W_NL
Amjad Abu-Jbara,male,A
Dragomir Radev,male,W_NL
Kate Forbes-Riley,female,W_NL
Diane Litman,female,W_NL
Heather Friedberg,female,W_NL
Joanna Drummond,female,B_NL
Shasha Xie,female,A
Keelan Evanini,male,A
Klaus Zechner,male,W_NL
Anthony Stark,male,W_NL
Izhak Shafran,male,A
Jeffrey Kaye,male,W_NL
Veselin Stoyanov,male,W_NL
Jason Eisner,male,W_NL
Jason Smith,male,W_NL
Jason Eisner,male,W_NL
Liang Huang,male,A
Suphan Fayong,male,A
Yang Guo,male,A
Chris Fournier,male,W_NL
Diana Inkpen,female,W_NL
Markus Dreyer,male,W_NL
Daniel Marcu,male,W_NL
Rebecca Mason,female,W_NL
Eugene Charniak,male,W_NL
Nitin Madnani,male,A
Joel Tetreault,male,W_NL
Martin Chodorow,male,W_NL
John Lee,male,A
Yin Hei Kong,male,A
Myroslava O. Dzikovska,female,W_NL
Rodney D. Nielsen,male,W_NL
Chris Brew,male,W_NL
Anna Kazantseva,female,A
Stan Szpakowicz,male,W_NL
Kevin Gimpel,male,W_NL
Noah A. Smith,male,W_NL
Michael J. Paul,male,B_NL
Jason Eisner,male,W_NL
Ali El Kahki,male,A
Kareem Darwish,male,A
Mohamed Abdul-Wahab,male,A
Ahmed Taei,male,A
Taro Watanabe,male,A
Andreas Maletti,male,W_NL
Cédric Lopez,male,HL
Violaine Prince,female,B_NL
Mathieu Roche,male,A
Ross Israel,male,HL
Joel Tetreault,male,W_NL
Martin Chodorow,male,W_NL
Daniel Tse,male,A
James R. Curran,male,W_NL
Seth Kulick,male,W_NL
Ann Bies,female,W_NL
Justin Mott,male,W_NL
Matt Hohensee,male,W_NL
Emily M. Bender,female,W_NL
Shane Bergsma,male,W_NL
Matt Post,male,W_NL
David Yarowsky,male,W_NL
Saša Petrović,female,W_NL
Miles Osborne,male,W_NL
Victor Lavrenko,male,HL
Matthias Huck,male,W_NL
Hermann Ney,male,W_NL
Chung-chi Huang,male,A
Ping-che Yang,female,A
Keh-jiann Chen,female,A
Jason S. Chang,male,A
Ben Swanson,male,W_NL
Elif Yamangil,female,A
Martin Scaiano,male,HL
Diana Inkpen,female,W_NL
Sonjia Waxmonsky,female,W_NL
Sravana Reddy,female,A
Jeremy Nicholson,male,W_NL
Trevor Cohn,male,W_NL
Timothy Baldwin,male,W_NL
Yun-Nung Chen,female,A
Florian Metze,male,W_NL
Yun-Nung Chen,female,A
Kai-Min Chang,male,A
Jack Mostow,male,W_NL
Thomas Mueller,male,W_NL
Hinrich Schuetze,male,W_NL
Helmut Schmid,male,W_NL
Aditya Bhargava,male,A
Grzegorz Kondrak,male,W_NL
Kairit Sirts,female,A
Tanel Alumäe,male,B_NL
Ferhan Ture,male,B_NL
Douglas W. Oard,male,W_NL
Philip Resnik,male,W_NL
Colin Cherry,male,B_NL
George Foster,male,W_NL
Srinivas Bangalore,male,A
Vivek Kumar Rangarajan Sridhar,male,A
Prakash Kolan,male,A
Ladan Golipour,male,A
Aura Jimenez,female,HL
Gabor Angeli,male,W_NL
Christopher Manning,male,W_NL
Daniel Jurafsky,male,W_NL
Eduardo Blanco,male,HL
Dan Moldovan,male,W_NL
Trevor Fountain,male,B_NL
Mirella Lapata,female,HL
Oscar Täckström,male,HL
Ryan McDonald,male,W_NL
Jakob Uszkoreit,male,W_NL
Avihai Mejer,male,A
Koby Crammer,male,W_NL
Alexander Rush,male,W_NL
Slav Petrov,male,W_NL
Florian Laws,male,B_NL
Florian Heimerl,male,W_NL
Hinrich Schütze,male,W_NL
Brian Kjersten,male,W_NL
Benjamin Van Durme,male,W_NL
Vinodkumar Prabhakaran,male,A
Owen Rambow,male,W_NL
Mona Diab,female,A
Lin Chen,female,A
Barbara Di Eugenio,female,HL
Jacob Devlin,male,W_NL
Spyros Matsoukas,male,W_NL
Baskaran Sankaran,male,A
Anoop Sarkar,male,A
Jason Riesa,male,W_NL
Daniel Marcu,male,W_NL
Marzieh Bazrafshan,female,A
Tagyoung Chung,male,A
Daniel Gildea,male,W_NL
Yi Ma,female,A
Eric Fosler-Lussier,male,B_NL
Robert Lofthus,male,W_NL
Martin Riedl,male,W_NL
Chris Biemann,male,W_NL
Judita Preiss,female,W_NL
Burr Settles,male,W_NL
Xiaojin Zhu,female,A
Daniel Dahlmeier,male,W_NL
Hwee Tou Ng,female,A
Avihai Mejer,male,A
Koby Crammer,male,W_NL
Kevin Gimpel,male,W_NL
Noah A. Smith,male,W_NL
Katya Alahverdzhieva,female,HL
Dan Flickinger,male,W_NL
Alex Lascarides,male,HL
Saif Mohammad,male,A
Marilyn Walker,female,B_NL
Pranav Anand,male,A
Rob Abbott,male,W_NL
Ricky Grant,male,B_NL
Awais Athar,male,A
Simone Teufel,female,W_NL
Yoav Artzi,male,W_NL
Patrick Pantel,male,W_NL
Michael Gamon,male,HL
Vitor Carvalho,male,HL
Yigit Kiran,male,A
Andrew Borthwick,male,W_NL
Georgiana Dinu,female,A
Stefan Thater,male,W_NL
Soeren Laue,male,W_NL
Wen-tau Yih,female,A
Vahed Qazvinian,male,A
Xuchen Yao,male,A
Benjamin Van Durme,male,W_NL
Chris Callison-Burch,male,W_NL
Ferhan Ture,male,B_NL
Jimmy Lin,male,A
James Gung,male,A
Jugal Kalita,male,A
Nina Dethlefs,female,W_NL
Heriberto Cuayáhuitl,male,HL
Fabián Pacheco,male,HL
Pablo Duboue,male,HL
Martín Domínguez,male,HL
Donald Metzler,male,W_NL
Congxing Cai,male,A
Eduard Hovy,male,W_NL
Jun-Ming Xu,male,A
Kwang-Sung Jun,male,A
Xiaojin Zhu,female,A
Amy Bellmore,female,W_NL
Asad Sayeed,male,A
Jordan Boyd-Graber,male,W_NL
Bryan Rusk,male,W_NL
Amy Weinberg,female,W_NL
Dipanjan Das,male,A
Noah A. Smith,male,W_NL
Rajhans Samdani,male,A
Ming-Wei Chang,male,A
Dan Roth,male,W_NL
Jagadeesh Jagarlamudi,male,A
Hal Daumé III,male,B_NL
Tyler Baldwin,male,B_NL
Joyce Chai,female,A
Altaf Rahman,male,A
Vincent Ng,male,A
Preethi Raghavan,male,A
Eric Fosler-Lussier,male,B_NL
Albert Lai,male,A
Lee Becker,male,W_NL
Sumit Basu,male,A
Lucy Vanderwende,female,HL
Ioannis Konstas,male,W_NL
Mirella Lapata,female,HL
Jesse Dodge,male,W_NL
Amit Goyal,male,A
Xufeng Han,male,A
Alyssa Mensch,female,W_NL
Margaret Mitchell,female,B_NL
Karl Stratos,male,W_NL
Kota Yamaguchi,female,A
Yejin Choi,female,A
Hal Daumé III,male,B_NL
Alex Berg,male,W_NL
Tamara Berg,female,W_NL
Mohit Bansal,male,A
John DeNero,male,W_NL
Dekang Lin,male,A
Matthew R. Gormley,male,W_NL
Mark Dredze,male,W_NL
Benjamin Van Durme,male,W_NL
Jason Eisner,male,W_NL
Tae Yano,female,A
Noah A. Smith,male,W_NL
John D. Wilkerson,male,W_NL
Rivka Levitan,female,W_NL
Myle Ott,female,B_NL
Roger Levy,male,W_NL
Ani Nenkova,female,A
Fawaz Alarfaj,male,A
Udo Kruschwitz,male,W_NL
David Hunter,male,W_NL
Chris Fox,male,W_NL
Samuel R. Bowman,male,W_NL
Harshit Chopra,male,A
Felix Hill,male,B_NL
Steinar Vittersø Kaldager,male,W_NL
Ivelina Nikolova,female,HL
Woodley Packard,male,B_NL
Beibei Yang,female,A
Jesse M. Heines,male,W_NL
Miao Chen,female,A
Stephan Gouws,male,W_NL
Annie Louis,female,B_NL
Yuval Merhav,male,A
Yishay Raz,male,A
Aria Haghighi,female,A
Yaser Al-Onaizan,male,A
Enrique Flores,male,HL
Alberto Barrón-Cedeño,male,HL
Paolo Rosso,male,HL
Lidia Moreno,female,HL
Pedro Paulo Balage Filho,male,HL
Caroline Brun,female,B_NL
Gilbert Rondeau,male,W_NL
Christine Doran,female,W_NL
Guido Zarrella,male,HL
John C. Henderson,male,W_NL
Zofia Stankiewicz,female,W_NL
Satoshi Sekine,female,A
Heriberto Cuayáhuitl,male,HL
Ivana Kruijff-Korbayová,female,HL
Chris Quirk,male,W_NL
Pallavi Choudhury,male,A
Jianfeng Gao,male,A
Hisami Suzuki,female,A
Kristina Toutanova,female,HL
Michael Gamon,male,HL
Wen-tau Yih,female,A
Colin Cherry,male,B_NL
Lucy Vanderwende,female,HL
David DeVault,male,W_NL
David Traum,male,W_NL
Ran Zhao,male,A
Quang Do,male,A
Dan Roth,male,W_NL
Amjad Abu-Jbara,male,A
Ahmed Hassan,male,A
Dragomir Radev,male,W_NL
Radu Florian,male,A
Jacob Eisenstein,male,W_NL
Emily M. Bender,female,W_NL
André F. T. Martins,male,B_NL
Mário A. T. Figueiredo,male,HL
Noah A. Smith,male,W_NL
Mona Diab,female,A
Nizar Habash,male,A
Alfio M. Gliozzo,male,HL
Aditya Kalyanpur,male,A
James Fan,male,A
David Burkett,male,W_NL
Dan Klein,male,W_NL
Roser Morante,female,HL
Yuval Marton,male,B_NL
Dan Goldwasser,male,W_NL
Vivek Srikumar,male,A
Dan Roth,male,W_NL
Maxine Eskenazi,female,W_NL
Alan Black,male,W_NL
David Traum,male,W_NL
Giuseppe Riccardi,male,W_NL
Philipp Cimiano,male,A
Alexandros Potamianos,male,HL
Christina Unger,female,W_NL
Nigel G. Ward,male,B_NL
Sebastian Möller,male,HL
Klaus-Peter Engelbrecht,male,W_NL
Florian Kretzschmar,male,W_NL
Stefan Schmidt,male,W_NL
Benjamin Weiss,male,W_NL
Heriberto Cuayáhuitl,male,HL
Nina Dethlefs,female,W_NL
Olivier Pietquin,male,HL
David Schlangen,male,W_NL
Dan Bohus,male,W_NL
Ece Kamar,female,A
Eric Horvitz,male,W_NL
Helen Hastie,female,W_NL
Oliver Lemon,male,B_NL
Nina Dethlefs,female,W_NL
Amanda Stent,female,W_NL
Alan W. Black,male,W_NL
Maxine Eskenazi,female,W_NL
Gina-Anne Levow,female,W_NL
Jason Williams,male,B_NL
Masahiro Araki,male,A
Daisuke Takegoshi,male,A
Timo Baumann,male,W_NL
David Schlangen,male,W_NL
David Cohen,male,W_NL
Ian Lane,male,W_NL
Dilek Hakkani-Tür,female,A
Gokhan Tür,male,A
Asli Celikyilmaz,female,A
Ian Lane,male,W_NL
Vinay Prasad,male,A
Gaurav Sinha,male,A
Arlette Umuhoza,female,HL
Shangyu Luo,female,A
Akshay Chandrashekaran,male,A
Antoine Raux,male,B_NL
David Suendermann,male,W_NL
Roberto Pieraccini,male,HL
Stefan Ultes,male,W_NL
Alexander Schmitt,male,W_NL
Wolfgang Minker,male,W_NL
Trevor Cohn,male,W_NL
Phil Blunsom,male,B_NL
Joao Graca,male,HL
Ashutosh Modi,male,A
Ivan Titov,male,HL
Alexandre Klementiev,male,W_NL
Lars Borin,male,W_NL
Markus Forsberg,male,W_NL
Richard Johansson,male,W_NL
Kristiina Muhonen,female,W_NL
Tanja Purtonen,female,W_NL
Kaarlo Voionmaa,male,A
Valentin I. Spitkovsky,male,W_NL
Hiyan Alshawi,male,A
Daniel Jurafsky,male,W_NL
Francis Ferraro,male,W_NL
Benjamin Van Durme,male,W_NL
Matt Post,male,W_NL
Dirk Hovy,male,W_NL
Eduard Hovy,male,W_NL
Douwe Gelling,male,W_NL
Trevor Cohn,male,W_NL
Gregory Dubbin,male,W_NL
Phil Blunsom,male,B_NL
Oscar Täckström,male,HL
